datetime,keyword,trend_index
Jan 2021,Lionel Messi,10
Jan 2011,Will Smith,6
Feb 2021,Lionel Messi,11
Feb 2011,Will Smith,5
Mar 2021,Lionel Messi,10
Mar 2011,Will Smith,5
Apr 2021,Lionel Messi,9
Apr 2011,Will Smith,5
May 2021,Lionel Messi,10
May 2011,Will Smith,7
Jun 2021,Lionel Messi,16
Jun 2011,Will Smith,5
Jul 2021,Lionel Messi,26
Jul 2011,Will Smith,4
Aug 2021,Lionel Messi,62
Aug 2011,Will Smith,9
Sep 2021,Lionel Messi,16
Sep 2011,Will Smith,6
Oct 2021,Lionel Messi,12
Oct 2011,Will Smith,5
Nov 2021,Lionel Messi,15
Nov 2011,Will Smith,5
Dec 2021,Lionel Messi,11
Dec 2011,Will Smith,6
Jan 2022,Lionel Messi,11
Jan 2012,Will Smith,6
Feb 2022,Lionel Messi,12
Mar 2022,Lionel Messi,12
Feb 2012,Will Smith,6
Mar 2012,Will Smith,6
Apr 2022,Lionel Messi,12
Apr 2012,Will Smith,5
May 2022,Lionel Messi,11
May 2012,Will Smith,10
Jun 2022,Lionel Messi,15
Jul 2022,Lionel Messi,10
Jun 2012,Will Smith,6
Aug 2022,Lionel Messi,13
Jul 2012,Will Smith,6
Sep 2022,Lionel Messi,15
Aug 2012,Will Smith,5
Oct 2022,Lionel Messi,17
Sep 2012,Will Smith,5
Nov 2022,Lionel Messi,28
Oct 2012,Will Smith,4
Dec 2022,Lionel Messi,100
Nov 2012,Will Smith,4
Jan 2023,Lionel Messi,23
Dec 2012,Will Smith,5
Feb 2023,Lionel Messi,28
Jan 2013,Will Smith,5
Mar 2023,Lionel Messi,28
Feb 2013,Will Smith,5
Apr 2023,Lionel Messi,34
Mar 2013,Will Smith,5
May 2023,Lionel Messi,35
Apr 2013,Will Smith,5
Jun 2023,Lionel Messi,45
May 2013,Will Smith,9
Jul 2023,Lionel Messi,32
Jun 2013,Will Smith,9
Aug 2023,Lionel Messi,32
Jul 2013,Will Smith,6
Sep 2023,Lionel Messi,21
Aug 2013,Will Smith,8
Oct 2023,Lionel Messi,17
Nov 2023,Lionel Messi,11
Sep 2013,Will Smith,6
Oct 2013,Will Smith,5
Dec 2023,Lionel Messi,9
Nov 2013,Will Smith,7
Jan 2024,Lionel Messi,10
Dec 2013,Will Smith,8
Feb 2024,Lionel Messi,9
Jan 2014,Will Smith,11
Mar 2024,Lionel Messi,9
Apr 2024,Lionel Messi,9
Feb 2014,Will Smith,9
May 2024,Lionel Messi,9
Mar 2014,Will Smith,7
Jun 2024,Lionel Messi,13
Apr 2014,Will Smith,5
Jul 2024,Lionel Messi,17
May 2014,Will Smith,6
Aug 2024,Lionel Messi,8
Sep 2024,Lionel Messi,9
Jun 2014,Will Smith,5
Oct 2024,Lionel Messi,10
Jul 2014,Will Smith,5
Nov 2024,Lionel Messi,7
Aug 2014,Will Smith,5
Dec 2024,Lionel Messi,8
Sep 2014,Will Smith,4
Jan 2025,Lionel Messi,7
Oct 2014,Will Smith,4
Feb 2025,Lionel Messi,7
Nov 2014,Will Smith,5
Dec 2014,Will Smith,5
Jan 2015,Will Smith,5
Feb 2015,Will Smith,8
Mar 2015,Will Smith,7
Apr 2015,Will Smith,6
May 2015,Will Smith,6
Jun 2015,Will Smith,6
Jul 2015,Will Smith,6
Aug 2015,Will Smith,6
Sep 2015,Will Smith,5
Oct 2015,Will Smith,5
Mar 2025,Lionel Messi,7
Nov 2015,Will Smith,5
Dec 2015,Will Smith,7
Apr 2025,Lionel Messi,7
Jan 2016,Will Smith,8
May 2025,Lionel Messi,8
Feb 2016,Will Smith,6
Jun 2025,Lionel Messi,13
Mar 2016,Will Smith,5
Jul 2025,Lionel Messi,11
Apr 2016,Will Smith,13
May 2016,Will Smith,6
Jun 2016,Will Smith,7
Jul 2016,Will Smith,6
Aug 2025,Lionel Messi,12
Aug 2016,Will Smith,8
Sep 2025,Lionel Messi,16
Sep 2016,Will Smith,7
Oct 2025,Lionel Messi,11
Oct 2016,Will Smith,4
Nov 2025,Lionel Messi,13
Nov 2016,Will Smith,4
Dec 2025,Lionel Messi,17
Dec 2016,Will Smith,7
Jan 2026,Lionel Messi,9
Jan 2017,Will Smith,6
Feb 2026,Lionel Messi,10
Feb 2017,Will Smith,5
Mar 2026,Lionel Messi,9
Mar 2017,Will Smith,5
Apr 2026,Lionel Messi,8
Apr 2017,Will Smith,5
May 2017,Will Smith,4
Jun 2017,Will Smith,4
Jul 2017,Will Smith,4
Aug 2017,Will Smith,7
Sep 2017,Will Smith,4
Oct 2017,Will Smith,4
Nov 2017,Will Smith,4
Dec 2017,Will Smith,8
Jan 2018,Will Smith,6
Feb 2018,Will Smith,6
Mar 2018,Will Smith,5
Apr 2018,Will Smith,5
May 2018,Will Smith,5
Jun 2018,Will Smith,5
Jul 2018,Will Smith,6
Aug 2018,Will Smith,5
Sep 2018,Will Smith,5
Oct 2018,Will Smith,5
Nov 2018,Will Smith,5
Dec 2018,Will Smith,5
Jan 2019,Will Smith,4
Feb 2019,Will Smith,7
Mar 2019,Will Smith,5
Apr 2019,Will Smith,5
May 2019,Will Smith,7
Jun 2019,Will Smith,6
Jul 2019,Will Smith,6
Aug 2019,Will Smith,6
Sep 2019,Will Smith,6
Oct 2019,Will Smith,7
Nov 2019,Will Smith,7
Dec 2019,Will Smith,7
Jan 2020,Will Smith,8
Feb 2020,Will Smith,6
Mar 2020,Will Smith,6
Apr 2020,Will Smith,7
May 2020,Will Smith,6
Jun 2020,Will Smith,6
Jul 2020,Will Smith,26
Aug 2020,Will Smith,7
Sep 2020,Will Smith,6
Oct 2020,Will Smith,5
Nov 2020,Will Smith,5
Dec 2020,Will Smith,5
Jan 2021,Will Smith,5
Feb 2021,Will Smith,5
Mar 2021,Will Smith,5
Apr 2021,Will Smith,4
May 2021,Will Smith,6
Jun 2021,Will Smith,4
Jul 2021,Will Smith,4
Aug 2021,Will Smith,4
Sep 2021,Will Smith,4
Oct 2021,Will Smith,5
Nov 2021,Will Smith,7
Dec 2021,Will Smith,5
Jan 2022,Will Smith,6
Feb 2022,Will Smith,6
Mar 2022,Will Smith,100
Apr 2022,Will Smith,33
May 2022,Will Smith,7
Jun 2022,Will Smith,5
Jul 2022,Will Smith,5
Aug 2022,Will Smith,5
Sep 2022,Will Smith,4
Oct 2022,Will Smith,4
Nov 2022,Will Smith,4
Dec 2022,Will Smith,5
Jan 2023,Will Smith,5
Feb 2023,Will Smith,4
Mar 2023,Will Smith,6
Apr 2023,Will Smith,4
May 2023,Will Smith,3
Jun 2023,Will Smith,3
Jul 2023,Will Smith,5
Aug 2023,Will Smith,4
Sep 2023,Will Smith,3
Oct 2023,Will Smith,8
Nov 2023,Will Smith,5
Dec 2023,Will Smith,4
Jan 2024,Will Smith,4
Feb 2024,Will Smith,4
Mar 2024,Will Smith,4
Apr 2024,Will Smith,4
May 2024,Will Smith,4
Jun 2024,Will Smith,5
Jul 2024,Will Smith,5
Aug 2024,Will Smith,4
Sep 2024,Will Smith,5
Oct 2024,Will Smith,6
Nov 2024,Will Smith,4
Dec 2024,Will Smith,4
Jan 2025,Will Smith,4
Feb 2025,Will Smith,4
Mar 2025,Will Smith,5
Apr 2025,Will Smith,3
May 2025,Will Smith,3
Jun 2025,Will Smith,4
Jul 2025,Will Smith,4
Aug 2025,Will Smith,4
Sep 2025,Will Smith,3
Oct 2025,Will Smith,3
Nov 2025,Will Smith,4
Dec 2025,Will Smith,3
Jan 2026,Will Smith,5
Feb 2026,Will Smith,4
Mar 2026,Will Smith,4
Apr 2026,Will Smith,3
Jan 2004,Taylor Swift,0
Feb 2004,Taylor Swift,0
Mar 2004,Taylor Swift,0
Apr 2004,Taylor Swift,0
May 2004,Taylor Swift,0
Jun 2004,Taylor Swift,0
Jul 2004,Taylor Swift,0
Aug 2004,Taylor Swift,0
Sep 2004,Taylor Swift,0
Oct 2004,Taylor Swift,0
Nov 2004,Taylor Swift,0
Dec 2004,Taylor Swift,0
Jan 2005,Taylor Swift,0
Feb 2005,Taylor Swift,0
Mar 2005,Taylor Swift,0
Apr 2005,Taylor Swift,0
May 2005,Taylor Swift,0
Jun 2005,Taylor Swift,0
Jul 2005,Taylor Swift,0
Aug 2005,Taylor Swift,0
Sep 2005,Taylor Swift,0
Oct 2005,Taylor Swift,0
Nov 2005,Taylor Swift,0
Dec 2005,Taylor Swift,0
Jan 2006,Taylor Swift,0
Jan 2004,Olivia Rodrigo,0
Feb 2006,Taylor Swift,0
Feb 2004,Olivia Rodrigo,0
Mar 2004,Olivia Rodrigo,0
Mar 2006,Taylor Swift,0
Apr 2004,Olivia Rodrigo,0
May 2004,Olivia Rodrigo,0
Apr 2006,Taylor Swift,0
Jun 2004,Olivia Rodrigo,0
Jul 2004,Olivia Rodrigo,0
Aug 2004,Olivia Rodrigo,0
Sep 2004,Olivia Rodrigo,0
Oct 2004,Olivia Rodrigo,0
Nov 2004,Olivia Rodrigo,0
May 2006,Taylor Swift,0
Dec 2004,Olivia Rodrigo,0
Jan 2005,Olivia Rodrigo,0
Feb 2005,Olivia Rodrigo,0
Jun 2006,Taylor Swift,0
Mar 2005,Olivia Rodrigo,0
Apr 2005,Olivia Rodrigo,0
May 2005,Olivia Rodrigo,0
Jun 2005,Olivia Rodrigo,0
Jul 2005,Olivia Rodrigo,0
Jul 2006,Taylor Swift,0
Aug 2005,Olivia Rodrigo,0
Sep 2005,Olivia Rodrigo,0
Oct 2005,Olivia Rodrigo,0
Nov 2005,Olivia Rodrigo,0
Dec 2005,Olivia Rodrigo,0
Aug 2006,Taylor Swift,1
Jan 2006,Olivia Rodrigo,0
Feb 2006,Olivia Rodrigo,0
Mar 2006,Olivia Rodrigo,0
Sep 2006,Taylor Swift,1
Apr 2006,Olivia Rodrigo,0
May 2006,Olivia Rodrigo,0
Oct 2006,Taylor Swift,2
Jun 2006,Olivia Rodrigo,0
Jul 2006,Olivia Rodrigo,0
Aug 2006,Olivia Rodrigo,0
Nov 2006,Taylor Swift,3
Sep 2006,Olivia Rodrigo,0
Oct 2006,Olivia Rodrigo,0
Nov 2006,Olivia Rodrigo,0
Dec 2006,Olivia Rodrigo,0
Dec 2006,Taylor Swift,3
Jan 2007,Olivia Rodrigo,0
Feb 2007,Olivia Rodrigo,0
Jan 2007,Taylor Swift,3
Mar 2007,Olivia Rodrigo,0
Apr 2007,Olivia Rodrigo,0
Feb 2007,Taylor Swift,3
May 2007,Olivia Rodrigo,0
Jun 2007,Olivia Rodrigo,0
Jul 2007,Olivia Rodrigo,0
Aug 2007,Olivia Rodrigo,0
Sep 2007,Olivia Rodrigo,0
Mar 2007,Taylor Swift,3
Oct 2007,Olivia Rodrigo,0
Nov 2007,Olivia Rodrigo,0
Apr 2007,Taylor Swift,4
Dec 2007,Olivia Rodrigo,0
Jan 2008,Olivia Rodrigo,0
Feb 2008,Olivia Rodrigo,0
Mar 2008,Olivia Rodrigo,0
May 2007,Taylor Swift,4
Apr 2008,Olivia Rodrigo,0
May 2008,Olivia Rodrigo,0
Jun 2007,Taylor Swift,4
Jun 2008,Olivia Rodrigo,0
Jul 2008,Olivia Rodrigo,0
Jul 2007,Taylor Swift,4
Aug 2008,Olivia Rodrigo,0
Aug 2007,Taylor Swift,4
Sep 2008,Olivia Rodrigo,0
Sep 2007,Taylor Swift,3
Oct 2008,Olivia Rodrigo,0
Nov 2008,Olivia Rodrigo,0
Oct 2007,Taylor Swift,4
Dec 2008,Olivia Rodrigo,0
Nov 2007,Taylor Swift,6
Jan 2009,Olivia Rodrigo,0
Feb 2009,Olivia Rodrigo,0
Mar 2009,Olivia Rodrigo,0
Dec 2007,Taylor Swift,7
Apr 2009,Olivia Rodrigo,0
May 2009,Olivia Rodrigo,0
Jun 2009,Olivia Rodrigo,0
Jul 2009,Olivia Rodrigo,0
Aug 2009,Olivia Rodrigo,0
Sep 2009,Olivia Rodrigo,0
Jan 2008,Taylor Swift,7
Oct 2009,Olivia Rodrigo,0
Nov 2009,Olivia Rodrigo,0
Dec 2009,Olivia Rodrigo,0
Jan 2010,Olivia Rodrigo,0
Feb 2010,Olivia Rodrigo,0
Mar 2010,Olivia Rodrigo,0
Apr 2010,Olivia Rodrigo,0
Feb 2008,Taylor Swift,7
May 2010,Olivia Rodrigo,0
Jun 2010,Olivia Rodrigo,0
Jul 2010,Olivia Rodrigo,0
Aug 2010,Olivia Rodrigo,0
Sep 2010,Olivia Rodrigo,0
Oct 2010,Olivia Rodrigo,0
Nov 2010,Olivia Rodrigo,0
Mar 2008,Taylor Swift,6
Dec 2010,Olivia Rodrigo,0
Jan 2011,Olivia Rodrigo,0
Feb 2011,Olivia Rodrigo,0
Mar 2011,Olivia Rodrigo,0
Apr 2008,Taylor Swift,6
Apr 2011,Olivia Rodrigo,0
May 2011,Olivia Rodrigo,0
Jun 2011,Olivia Rodrigo,0
Jul 2011,Olivia Rodrigo,0
Aug 2011,Olivia Rodrigo,0
Sep 2011,Olivia Rodrigo,0
Oct 2011,Olivia Rodrigo,0
May 2008,Taylor Swift,7
Nov 2011,Olivia Rodrigo,0
Dec 2011,Olivia Rodrigo,0
Jan 2012,Olivia Rodrigo,0
Feb 2012,Olivia Rodrigo,0
Mar 2012,Olivia Rodrigo,0
Jun 2008,Taylor Swift,6
Apr 2012,Olivia Rodrigo,0
May 2012,Olivia Rodrigo,0
Jun 2012,Olivia Rodrigo,0
Jul 2012,Olivia Rodrigo,0
Aug 2012,Olivia Rodrigo,0
Jul 2008,Taylor Swift,5
Sep 2012,Olivia Rodrigo,0
Oct 2012,Olivia Rodrigo,0
Aug 2008,Taylor Swift,7
Nov 2012,Olivia Rodrigo,0
Sep 2008,Taylor Swift,11
Dec 2012,Olivia Rodrigo,0
Jan 2013,Olivia Rodrigo,0
Oct 2008,Taylor Swift,11
Feb 2013,Olivia Rodrigo,0
Mar 2013,Olivia Rodrigo,0
Nov 2008,Taylor Swift,24
Apr 2013,Olivia Rodrigo,0
Dec 2008,Taylor Swift,18
May 2013,Olivia Rodrigo,0
Jun 2013,Olivia Rodrigo,0
Jan 2009,Taylor Swift,18
Jul 2013,Olivia Rodrigo,0
Aug 2013,Olivia Rodrigo,0
Sep 2013,Olivia Rodrigo,0
Feb 2009,Taylor Swift,22
Oct 2013,Olivia Rodrigo,0
Nov 2013,Olivia Rodrigo,0
Mar 2009,Taylor Swift,22
Dec 2013,Olivia Rodrigo,0
Apr 2009,Taylor Swift,23
Jan 2014,Olivia Rodrigo,0
Feb 2014,Olivia Rodrigo,0
May 2009,Taylor Swift,25
Mar 2014,Olivia Rodrigo,0
Apr 2014,Olivia Rodrigo,0
Jun 2009,Taylor Swift,24
May 2014,Olivia Rodrigo,0
Jun 2014,Olivia Rodrigo,0
Jul 2014,Olivia Rodrigo,0
Aug 2014,Olivia Rodrigo,0
Sep 2014,Olivia Rodrigo,0
Jul 2009,Taylor Swift,22
Oct 2014,Olivia Rodrigo,0
Nov 2014,Olivia Rodrigo,0
Dec 2014,Olivia Rodrigo,0
Jan 2015,Olivia Rodrigo,0
Feb 2015,Olivia Rodrigo,0
Aug 2009,Taylor Swift,24
Mar 2015,Olivia Rodrigo,0
Apr 2015,Olivia Rodrigo,0
Sep 2009,Taylor Swift,61
May 2015,Olivia Rodrigo,0
Jun 2015,Olivia Rodrigo,0
Oct 2009,Taylor Swift,30
Jul 2015,Olivia Rodrigo,0
Aug 2015,Olivia Rodrigo,0
Sep 2015,Olivia Rodrigo,0
Nov 2009,Taylor Swift,42
Oct 2015,Olivia Rodrigo,0
Nov 2015,Olivia Rodrigo,0
Dec 2009,Taylor Swift,36
Dec 2015,Olivia Rodrigo,0
Jan 2016,Olivia Rodrigo,0
Jan 2010,Taylor Swift,28
Feb 2016,Olivia Rodrigo,0
Mar 2016,Olivia Rodrigo,0
Apr 2016,Olivia Rodrigo,0
Feb 2010,Taylor Swift,33
May 2016,Olivia Rodrigo,0
Mar 2010,Taylor Swift,22
Jun 2016,Olivia Rodrigo,1
Apr 2010,Taylor Swift,21
Jul 2016,Olivia Rodrigo,0
Aug 2016,Olivia Rodrigo,0
May 2010,Taylor Swift,19
Sep 2016,Olivia Rodrigo,0
Oct 2016,Olivia Rodrigo,0
Nov 2016,Olivia Rodrigo,0
Jun 2010,Taylor Swift,17
Dec 2016,Olivia Rodrigo,0
Jan 2017,Olivia Rodrigo,0
Jul 2010,Taylor Swift,17
Feb 2017,Olivia Rodrigo,0
Mar 2017,Olivia Rodrigo,0
Aug 2010,Taylor Swift,24
Apr 2017,Olivia Rodrigo,0
May 2017,Olivia Rodrigo,0
Jun 2017,Olivia Rodrigo,1
Sep 2010,Taylor Swift,25
Jul 2017,Olivia Rodrigo,1
Aug 2017,Olivia Rodrigo,1
Sep 2017,Olivia Rodrigo,1
Oct 2017,Olivia Rodrigo,0
Oct 2010,Taylor Swift,38
Nov 2017,Olivia Rodrigo,0
Dec 2017,Olivia Rodrigo,0
Nov 2010,Taylor Swift,43
Jan 2018,Olivia Rodrigo,0
Feb 2018,Olivia Rodrigo,0
Mar 2018,Olivia Rodrigo,0
Apr 2018,Olivia Rodrigo,0
Dec 2010,Taylor Swift,35
May 2018,Olivia Rodrigo,0
Jun 2018,Olivia Rodrigo,0
Jan 2011,Taylor Swift,31
Jul 2018,Olivia Rodrigo,0
Feb 2011,Taylor Swift,25
Aug 2018,Olivia Rodrigo,0
Sep 2018,Olivia Rodrigo,0
Oct 2018,Olivia Rodrigo,0
Nov 2018,Olivia Rodrigo,0
Mar 2011,Taylor Swift,20
Dec 2018,Olivia Rodrigo,0
Jan 2019,Olivia Rodrigo,0
Apr 2011,Taylor Swift,21
Feb 2019,Olivia Rodrigo,0
Mar 2019,Olivia Rodrigo,0
May 2011,Taylor Swift,20
Apr 2019,Olivia Rodrigo,0
May 2019,Olivia Rodrigo,0
Jun 2011,Taylor Swift,22
Jun 2019,Olivia Rodrigo,0
Jul 2019,Olivia Rodrigo,0
Aug 2019,Olivia Rodrigo,0
Sep 2019,Olivia Rodrigo,0
Jul 2011,Taylor Swift,19
Oct 2019,Olivia Rodrigo,0
Nov 2019,Olivia Rodrigo,1
Dec 2019,Olivia Rodrigo,3
Aug 2011,Taylor Swift,24
Jan 2020,Olivia Rodrigo,6
Jan 2004,Robert Downey Jr.,12
Sep 2011,Taylor Swift,18
Feb 2020,Olivia Rodrigo,4
Mar 2020,Olivia Rodrigo,3
Feb 2004,Robert Downey Jr.,12
Oct 2011,Taylor Swift,20
Apr 2020,Olivia Rodrigo,3
May 2020,Olivia Rodrigo,2
Nov 2011,Taylor Swift,25
Jun 2020,Olivia Rodrigo,1
Mar 2004,Robert Downey Jr.,19
Jul 2020,Olivia Rodrigo,1
Dec 2011,Taylor Swift,25
Aug 2020,Olivia Rodrigo,1
Jan 2012,Taylor Swift,20
Apr 2004,Robert Downey Jr.,24
Sep 2020,Olivia Rodrigo,1
Oct 2020,Olivia Rodrigo,1
Feb 2012,Taylor Swift,25
Nov 2020,Olivia Rodrigo,1
Dec 2020,Olivia Rodrigo,2
Mar 2012,Taylor Swift,21
Jan 2021,Olivia Rodrigo,85
May 2004,Robert Downey Jr.,9
Feb 2021,Olivia Rodrigo,32
Mar 2021,Olivia Rodrigo,17
Apr 2012,Taylor Swift,21
Apr 2021,Olivia Rodrigo,25
Jun 2004,Robert Downey Jr.,7
May 2021,Olivia Rodrigo,100
May 2012,Taylor Swift,17
Jun 2021,Olivia Rodrigo,98
Jul 2021,Olivia Rodrigo,79
Jul 2004,Robert Downey Jr.,11
Jun 2012,Taylor Swift,17
Aug 2004,Robert Downey Jr.,12
Sep 2004,Robert Downey Jr.,11
Jul 2012,Taylor Swift,17
Aug 2012,Taylor Swift,27
Oct 2004,Robert Downey Jr.,14
Sep 2012,Taylor Swift,32
Nov 2004,Robert Downey Jr.,25
Aug 2021,Olivia Rodrigo,53
Dec 2004,Robert Downey Jr.,24
Sep 2021,Olivia Rodrigo,49
Oct 2012,Taylor Swift,49
Jan 2005,Robert Downey Jr.,14
Oct 2021,Olivia Rodrigo,33
Nov 2021,Olivia Rodrigo,30
Feb 2005,Robert Downey Jr.,10
Dec 2021,Olivia Rodrigo,53
Jan 2022,Olivia Rodrigo,27
Feb 2022,Olivia Rodrigo,25
Mar 2022,Olivia Rodrigo,27
Mar 2005,Robert Downey Jr.,11
Apr 2022,Olivia Rodrigo,71
May 2022,Olivia Rodrigo,36
Nov 2012,Taylor Swift,45
Jun 2022,Olivia Rodrigo,33
Apr 2005,Robert Downey Jr.,8
Jul 2022,Olivia Rodrigo,26
Aug 2022,Olivia Rodrigo,21
Sep 2022,Olivia Rodrigo,16
Dec 2012,Taylor Swift,52
Oct 2022,Olivia Rodrigo,15
Nov 2022,Olivia Rodrigo,13
May 2005,Robert Downey Jr.,11
Dec 2022,Olivia Rodrigo,13
Jan 2023,Olivia Rodrigo,12
Feb 2023,Olivia Rodrigo,15
Jun 2005,Robert Downey Jr.,9
Mar 2023,Olivia Rodrigo,12
Apr 2023,Olivia Rodrigo,10
May 2023,Olivia Rodrigo,12
Jun 2023,Olivia Rodrigo,21
Jul 2005,Robert Downey Jr.,7
Jul 2023,Olivia Rodrigo,36
Aug 2023,Olivia Rodrigo,32
Jan 2013,Taylor Swift,48
Sep 2023,Olivia Rodrigo,96
Aug 2005,Robert Downey Jr.,14
Oct 2023,Olivia Rodrigo,37
Nov 2023,Olivia Rodrigo,35
Dec 2023,Olivia Rodrigo,39
Sep 2005,Robert Downey Jr.,11
Jan 2024,Olivia Rodrigo,34
Feb 2024,Olivia Rodrigo,55
Feb 2013,Taylor Swift,43
Mar 2024,Olivia Rodrigo,54
Oct 2005,Robert Downey Jr.,16
Apr 2024,Olivia Rodrigo,43
May 2024,Olivia Rodrigo,50
Jun 2024,Olivia Rodrigo,37
Nov 2005,Robert Downey Jr.,12
Mar 2013,Taylor Swift,39
Jul 2024,Olivia Rodrigo,37
Aug 2024,Olivia Rodrigo,35
Sep 2024,Olivia Rodrigo,35
Dec 2005,Robert Downey Jr.,10
Apr 2013,Taylor Swift,33
Oct 2024,Olivia Rodrigo,39
Nov 2024,Olivia Rodrigo,36
Dec 2024,Olivia Rodrigo,24
Jan 2006,Robert Downey Jr.,8
Jan 2025,Olivia Rodrigo,24
May 2013,Taylor Swift,31
Feb 2006,Robert Downey Jr.,8
Feb 2025,Olivia Rodrigo,31
Mar 2025,Olivia Rodrigo,30
Mar 2006,Robert Downey Jr.,7
Apr 2025,Olivia Rodrigo,23
May 2025,Olivia Rodrigo,19
Jun 2025,Olivia Rodrigo,29
Jun 2013,Taylor Swift,32
Apr 2006,Robert Downey Jr.,6
Jul 2025,Olivia Rodrigo,25
Aug 2025,Olivia Rodrigo,23
Jul 2013,Taylor Swift,29
May 2006,Robert Downey Jr.,8
Sep 2025,Olivia Rodrigo,17
Oct 2025,Olivia Rodrigo,20
Nov 2025,Olivia Rodrigo,16
Jun 2006,Robert Downey Jr.,9
Aug 2013,Taylor Swift,33
Dec 2025,Olivia Rodrigo,19
Jan 2026,Olivia Rodrigo,18
Feb 2026,Olivia Rodrigo,17
Jul 2006,Robert Downey Jr.,14
Sep 2013,Taylor Swift,23
Mar 2026,Olivia Rodrigo,20
Apr 2026,Olivia Rodrigo,36
Aug 2006,Robert Downey Jr.,11
Oct 2013,Taylor Swift,20
Sep 2006,Robert Downey Jr.,14
Nov 2013,Taylor Swift,24
Oct 2006,Robert Downey Jr.,15
Nov 2006,Robert Downey Jr.,10
Dec 2013,Taylor Swift,25
Dec 2006,Robert Downey Jr.,8
Jan 2014,Taylor Swift,24
Jan 2007,Robert Downey Jr.,9
Feb 2014,Taylor Swift,22
Feb 2007,Robert Downey Jr.,11
Mar 2014,Taylor Swift,19
Mar 2007,Robert Downey Jr.,11
Apr 2014,Taylor Swift,18
Apr 2007,Robert Downey Jr.,8
May 2014,Taylor Swift,17
May 2007,Robert Downey Jr.,11
Jun 2014,Taylor Swift,17
Jun 2007,Robert Downey Jr.,11
Jul 2014,Taylor Swift,16
Jul 2007,Robert Downey Jr.,10
Aug 2007,Robert Downey Jr.,11
Aug 2014,Taylor Swift,30
Sep 2007,Robert Downey Jr.,11
Sep 2014,Taylor Swift,26
Oct 2014,Taylor Swift,37
Oct 2007,Robert Downey Jr.,7
Nov 2014,Taylor Swift,62
Nov 2007,Robert Downey Jr.,7
Dec 2014,Taylor Swift,52
Dec 2007,Robert Downey Jr.,8
Jan 2008,Robert Downey Jr.,8
Jan 2015,Taylor Swift,48
Feb 2008,Robert Downey Jr.,8
Feb 2015,Taylor Swift,48
Mar 2008,Robert Downey Jr.,16
Mar 2015,Taylor Swift,38
Apr 2008,Robert Downey Jr.,23
May 2008,Robert Downey Jr.,100
Apr 2015,Taylor Swift,36
Jun 2008,Robert Downey Jr.,44
May 2015,Taylor Swift,49
Jun 2015,Taylor Swift,42
Jul 2008,Robert Downey Jr.,28
Jul 2015,Taylor Swift,41
Aug 2008,Robert Downey Jr.,47
Aug 2015,Taylor Swift,41
Sep 2008,Robert Downey Jr.,24
Sep 2015,Taylor Swift,38
Oct 2008,Robert Downey Jr.,28
Oct 2015,Taylor Swift,35
Nov 2008,Robert Downey Jr.,22
Nov 2015,Taylor Swift,29
Dec 2008,Robert Downey Jr.,19
Dec 2015,Taylor Swift,31
Jan 2009,Robert Downey Jr.,23
Jan 2016,Taylor Swift,23
Feb 2009,Robert Downey Jr.,21
Feb 2016,Taylor Swift,34
Mar 2009,Robert Downey Jr.,14
Mar 2016,Taylor Swift,22
Apr 2009,Robert Downey Jr.,14
Apr 2016,Taylor Swift,23
May 2009,Robert Downey Jr.,13
May 2016,Taylor Swift,19
Jun 2016,Taylor Swift,34
Jun 2009,Robert Downey Jr.,12
Jul 2016,Taylor Swift,41
Jul 2009,Robert Downey Jr.,12
Aug 2016,Taylor Swift,19
Aug 2009,Robert Downey Jr.,13
Sep 2016,Taylor Swift,19
Sep 2009,Robert Downey Jr.,11
Oct 2016,Taylor Swift,15
Oct 2009,Robert Downey Jr.,9
Nov 2016,Taylor Swift,16
Nov 2009,Robert Downey Jr.,9
Dec 2016,Taylor Swift,17
Dec 2009,Robert Downey Jr.,26
Jan 2017,Taylor Swift,14
Jan 2010,Robert Downey Jr.,44
Feb 2017,Taylor Swift,14
Feb 2010,Robert Downey Jr.,20
Mar 2017,Taylor Swift,12
Apr 2017,Taylor Swift,11
Mar 2010,Robert Downey Jr.,18
May 2017,Taylor Swift,11
Apr 2010,Robert Downey Jr.,22
Jun 2017,Taylor Swift,12
May 2010,Robert Downey Jr.,46
Jul 2017,Taylor Swift,11
Aug 2017,Taylor Swift,37
Jun 2010,Robert Downey Jr.,17
Sep 2017,Taylor Swift,26
Jul 2010,Robert Downey Jr.,15
Oct 2017,Taylor Swift,19
Aug 2010,Robert Downey Jr.,12
Nov 2017,Taylor Swift,30
Dec 2017,Taylor Swift,22
Sep 2010,Robert Downey Jr.,14
Jan 2018,Taylor Swift,14
Oct 2010,Robert Downey Jr.,15
Feb 2018,Taylor Swift,11
Nov 2010,Robert Downey Jr.,19
Mar 2018,Taylor Swift,13
Dec 2010,Robert Downey Jr.,13
Apr 2018,Taylor Swift,11
Jan 2011,Robert Downey Jr.,18
May 2018,Taylor Swift,15
Feb 2011,Robert Downey Jr.,15
Jun 2018,Taylor Swift,12
Jul 2018,Taylor Swift,13
Mar 2011,Robert Downey Jr.,12
Apr 2011,Robert Downey Jr.,11
May 2011,Robert Downey Jr.,10
Aug 2018,Taylor Swift,12
Jun 2011,Robert Downey Jr.,9
Sep 2018,Taylor Swift,10
Jul 2011,Robert Downey Jr.,10
Oct 2018,Taylor Swift,13
Aug 2011,Robert Downey Jr.,11
Sep 2011,Robert Downey Jr.,9
Nov 2018,Taylor Swift,8
